created_at,screen_name,text,retweet_count,followers_count,group,joy,trust,anticipation,sadness,fear,anger,surprise,disgust,positive,negative,sentiment_score
2021-09-03T16:05:06Z,CDCemergency,stay safe after a storm use safe water for personal hygiene wash your hands with soap and water to reduce the spread of germs learn more,7,2008777,medical,2,3,0,0,0,1,0,0,3,1,0.5
2021-09-03T15:36:27Z,CDCemergency,dont eat food that may have come in contact w floodwater in doubt throw it out,74,2008777,medical,1,2,0,1,1,0,0,0,3,1,0.5
2021-09-03T13:21:29Z,CDCemergency,returning home after a flood be aware that your house may be contaminated with mold or sewage which can cause health risks for your family heres important information on safe clean up chemical hazards and more when returning home after a flood,31,2008777,medical,2,2,0,1,3,0,0,2,3,2,0.2
2021-09-02T21:00:31Z,CDCemergency,family neighbors coworkers etc are often first on the scene in a health emergency you are the help until professional help arrives having a wellstocked firstaid kit and the practical skills to use it can help you save a life more,22,2008777,medical,1,2,0,1,1,0,1,0,2,1,0.3333333333333333
2021-09-02T18:33:35Z,CDCemergency,are you in an area affected by flooding the initial damage caused by a flood is not the only risk floodwaters can contain objects chemicals sewage and bacteria learn more about staying safe,112,2008777,medical,1,1,1,2,3,1,0,3,2,4,-0.3333333333333333
2021-09-02T18:06:43Z,CDCemergency,sept is natl preparedness month natlprep this yrs prepyourhealth social media toolkit theme is bringdownbarriers learn ways we can work together to ensure everyone has the opportunity to be as prepared as possible available in english and spanish,12,2008777,medical,0,1,3,0,0,0,0,0,3,0,1
2021-09-02T16:20:34Z,CDCemergency,if you are staying at a disaster shelter take actions to protect yourself and others from covid19 learn more,44,2008777,medical,0,1,0,1,1,1,1,1,3,1,0.5
2021-09-02T13:00:51Z,CDCemergency,the career epidemiology field officers cefo program provides jurisdictions across the country with a direct connection to expertise resources and technical assistance learn how,8,2008777,medical,1,2,1,0,0,0,0,0,5,0,1
2021-09-01T19:50:12Z,CDCemergency,child care providers prevent the spread of covid19 in your child care center get fully vaccinated against covid19 now more,70,2008777,medical,2,1,2,0,1,0,0,0,3,0,1
2021-09-01T16:01:08Z,CDCemergency,join today at 1 pm et to learn about disaster citizen science and how to use it to address disaster preparedness response and recovery needs in your community click here to join,5,2008777,medical,0,0,1,2,2,2,2,2,6,2,0.5
2021-09-01T12:44:26Z,CDCemergency,employers if your workers are using chainsaws for cleanup after hurricaneida follow these tips they should always wear proper safety equipment train anyone using a chainsaw on how to use it safely only use saws in good working condition,14,2008777,medical,0,1,0,0,0,0,0,0,1,1,0
2021-08-31T19:00:45Z,CDCemergency,if you catch covid19 from someone else after your 1st covid19 vaccine dose in a twodose series you should still get your 2nd vaccine dose make sure you have no symptoms and no longer need to isolate before your 2nd shot  find a vaccine near you,27,2008777,medical,0,1,0,2,1,1,2,0,3,1,0.5
2021-08-31T16:12:25Z,CDCemergency,if you are staying at a disaster shelter follow shelter policies and procedures designed to help keep everyone safe especially people at higher risk for severe illness from covid19,60,2008777,medical,1,3,1,2,3,1,1,1,3,3,0
2021-08-31T15:01:02Z,CDCemergency,know how to drive safe after severe weather 🛑 do not drive into flooded areas and standing water turnarounddontdrown 🛑 do not move or drive around roadblocks 🛑 do not drive over a downed power line learn more,43,2008777,medical,1,1,0,0,0,0,0,0,3,0,1
2021-08-31T13:01:12Z,CDCemergency,know how to use a generator safely during a power outage ☑ operate generators outside and in a dry area ☑ place generators at least 20 ft from any window door or vent ☑ test the batteries in your co detectors learn more,14,2008777,medical,0,0,0,0,0,1,0,0,1,0,1
2021-08-31T12:15:34Z,CDCemergency,as of august 30 2047 million people have received at least one dose of a covid19 vaccine of those 1597 million are fully vaccinated getting vaccinated is safe easy and free make your vaccination appointment today more,190,2008777,medical,1,1,0,0,0,0,0,0,4,0,1
2021-08-31T12:14:59Z,CDCemergency,have you lost power when in doubt throw it out throw away perishable refrigerated foods like meat seafood milk and eggs if the power is out for more than 4 hours learn more food safety tips for power outages,33,2008777,medical,1,2,0,2,1,0,0,0,2,3,-0.2
2021-08-30T17:33:19Z,CDCemergency,never use a gaspowered generator or charcoal grill indoors always run them outside at least 20 feet from any window door or vent to prevent carbon monoxide co poisoning,82,2008777,medical,0,0,0,0,1,1,0,1,0,1,-1
2021-08-29T21:24:36Z,CDCemergency,never drive through flooded areas as little as six inches of water can cause you to lose control of your car turn around dont drown,28,2008777,medical,0,0,0,2,2,1,1,1,0,2,-1
2021-08-29T21:23:45Z,CDCemergency,emergency responders be aware of electrical hazards and wear proper ppe when responding to ida,32,2008777,medical,0,1,0,1,1,0,1,0,1,2,-0.3333333333333333
2021-08-29T15:33:27Z,CDCemergency,if the power goes out use gaspowered generators safely to prevent carbon monoxide co poisoning always run them outside at least 20 feet away from any window door or vent,24,2008777,medical,0,0,0,0,1,1,0,1,0,1,-1
2021-08-29T15:33:03Z,CDCemergency,the national disaster has information on hurricane distress risk factors and warning signs plus resources for coping you can also call or text 18009855990 to talkwithus ida,57,2008777,medical,1,1,1,2,5,2,2,2,2,4,-0.3333333333333333
2021-08-29T14:48:17Z,CDCemergency,severe weather may bring tornadoes to your area  learn about your local tornado warning system know the difference between a tornado watch and a tornado warning identify the safest place to take shelter see information on how to stay safe,16,2008777,medical,1,3,1,0,6,0,0,0,4,0,1
2021-08-29T14:47:52Z,CDCemergency,0905 am hurricane ida is still off the la coast if you are not in shelter shelter in place immediately go to an interior room or a small room with no windows stay put durning this time lawx mswx,737,2008777,medical,0,3,2,0,1,0,0,1,5,2,0.42857142857142855
2021-08-29T14:00:22Z,CDCemergency,do the kids in your household know their home address if they ever need to call 911 they will need to tell operators where to send help put a return address label on the backs of household phones for easy reference learn more,6,2008777,medical,0,1,0,0,0,0,0,0,3,0,1
2021-08-29T01:39:43Z,CDCemergency,ida is forecast to strengthen rapidly before landfall tomorrow lifethreatening storm surge potentially catastrophic wind damage and flooding rainfall is expected to impact the northern gulf coast beginning sunday,536,2008777,medical,0,1,3,1,0,2,1,1,2,2,0
2021-08-28T23:11:30Z,CDCemergency,ordered to evacuate for hurricane ida take your essentials and evacuate it can save your life,10,2008777,medical,1,1,0,0,3,0,0,0,1,3,-0.5
2021-08-28T19:34:48Z,CDCemergency,as ida approaches follow instructions from your local officials know your evacuation zonesroutes and stock your vehicle with supplies find shelter locations 📲 text shelter and your zip code to 43362 🗺️ view a shelter map from,306,2008777,medical,0,4,1,0,0,0,0,0,4,2,0.3333333333333333
2021-08-28T19:34:16Z,CDCemergency,very important information from the forecast office the window to prepare is closing rapidly winds will increase to speeds making it impossible to do so tonightsunday morning for those in the path of ida  take action now,168,2008777,medical,0,1,2,1,0,0,0,0,4,1,0.6
2021-08-28T17:00:26Z,CDCemergency,be prepared to keep food safe during a power outage put thermometers in your fridge and freezer have a cooler or ice chest know where you can buy dry and block ice learn to use a generator safely more,18,2008777,medical,2,3,1,0,0,0,0,0,4,0,1
2021-08-28T15:55:49Z,CDCemergency,if the power goes out use gaspowered generators safely to prevent co poisoning always run them outside at least 20 feet away from any window door or vent,88,2008777,medical,0,0,0,0,1,1,0,1,0,1,-1
2021-08-28T15:12:23Z,CDCemergency,impacts from ida may include extended power outages if you rely on electricity to power your lifesaving devices we recommend that you evacuate ahead of ida,55,2008777,medical,0,1,0,0,1,0,0,0,4,1,0.6
2021-08-28T15:00:31Z,CDCemergency,almost everyone in the us lives within 5 miles of a covid19 vaccination site ways to find a covid19 vaccine near you 🔍 search 📱 text your zip code to 438829 📞 call 18002320233 visit,22,2008777,medical,0,0,0,0,0,0,0,0,2,1,0.3333333333333333
2021-08-27T21:10:02Z,CDCemergency,many adults have responsibilities like jobs and essential errands that might require them to leave older children home alone empower kids to respond to emergencies by teaching them when and how to call 911 learn more,14,2008777,medical,0,0,0,1,0,0,1,0,3,1,0.5
2021-08-27T17:00:29Z,CDCemergency,join s epic team on 91 at 100 pm et for a webinar meant to help community groups residents and health departments learn more about disaster citizen science and tools to improve community disaster preparedness response and recovery more,5,2008777,medical,1,2,2,2,2,2,2,2,8,2,0.6
2021-08-27T16:49:36Z,CDCemergency,in the path of a tropical storm or hurricane be prepared visit s website for important safety information,15,2008777,medical,0,1,1,0,1,1,0,0,3,2,0.2
2021-08-27T14:37:28Z,CDCemergency,there is an increasing risk of lifethreatening storm surge inundation along the coasts of louisiana mississippi and alabama where a storm surge watch is in effect interests in these areas should follow any advice given by local officials ida,176,2008777,medical,0,1,2,0,2,2,2,0,0,3,-1
2021-08-27T14:10:04Z,CDCemergency,getting vaccinated against covid19 is the best thing to do for everyones health your covid19 vaccine helps protect you and it helps protect others like children too young to get vaccinated or those with weakened immune systems  get your vaccine,20,2008777,medical,0,0,0,0,0,0,0,0,4,1,0.6
2021-08-27T12:35:13Z,CDCemergency,covid19 community transmission in the us is high as of august 26 the 7day average of daily new cases is 142006 28 higher than the previous week and 11179 higher than the lowest average in june 2021 get vaccinated learn more,411,2008777,medical,0,0,1,1,0,0,0,0,3,1,0.5
2021-08-26T20:00:10Z,CDCemergency,the wholecommunity including community organizations healthcare providers public health agencies and policy makers can help advance health equity learn how in this video,6,2008777,medical,1,1,2,0,1,0,1,0,6,0,1
2021-08-26T19:10:03Z,CDCemergency,a survey conducted in 2020 found that 28 of people had changed their emergency response plans because of the covid19 pandemic find out more about what weve learned in preparing for a second covid19 hurricane season,4,2008777,medical,1,1,0,2,3,0,1,0,1,3,-0.5
2021-08-26T16:05:19Z,CDCemergency,you cant get covid19 from a covid19 vaccine or spread it to others the vaccines do not contain a live virus that causes covid19 so they cannot cause the disease learn more about how vaccines work,312,2008777,medical,0,0,0,1,1,1,0,1,2,2,0
2021-08-26T13:05:04Z,CDCemergency,getting your covid19 vaccine isnt just about keeping you healthy its also about protecting everyone around you who could become very sick from covid19  get your vaccine,44,2008777,medical,0,1,0,1,0,0,0,1,4,1,0.6
2021-08-25T21:50:03Z,CDCemergency,do the kids in your household know their home address if they ever need to call 911 they will need to tell operators where to send help put a return address label on the backs of household phones for easy reference learn more,37,2008777,medical,0,1,0,0,0,0,0,0,3,0,1
2021-08-25T20:32:42Z,CDCemergency,air quality info on radio tv online and newspapers can help you control your asthma knowasthma,8,2008777,medical,0,0,0,0,0,0,0,0,1,0,1
2021-08-25T18:55:03Z,CDCemergency,dyk hurricane season lasts until november here are 3 ways to stay weatherready 🧳 be ready to evacuate make go kits for your family 🗂 collect and protect important paperwork 🚗 know your evacuation zone and test drive your route more,4,2008777,medical,0,0,1,0,2,0,0,0,1,3,-0.5
2021-08-25T16:05:08Z,CDCemergency,learn more about work and commitment to greater health promotion health equity and ending health disparities during the covid19 pandemic,1,2008777,medical,0,0,0,1,1,0,0,0,3,1,0.5
2021-08-25T14:00:52Z,CDCemergency,one way to show you care about others is by getting vaccinated against covid19 a covid19 vaccine helps protect you as well as those you love get your vaccine,11,2008777,medical,1,0,0,0,0,0,0,0,4,0,1
2021-08-25T12:54:15Z,CDCemergency,right now theres not enough data to support getting an mrna covid19 vaccine comirnatypfizerbiontech or moderna booster after getting johnson and johnsons jandj vaccine  however people who received jandj will probably need a booster dose more,198,2008777,medical,0,0,0,0,0,0,0,0,3,0,1
2021-08-24T22:00:27Z,CDCemergency,many adults have responsibilities like jobs and essential errands that might require them to leave older children home alone empower kids to respond to emergencies by teaching them when and how to call 911 learn more,15,2008777,medical,0,0,0,1,0,0,1,0,3,1,0.5
2021-08-24T20:59:35Z,CDCemergency,have you thought about what to do with your pets in case of an emergency make an emergency plan to keep your furry fluffy and scaly friends safe,20,2008777,medical,1,1,1,2,2,0,2,0,1,3,-0.5
2021-08-24T20:39:10Z,CDCemergency,a public health emergency may cause shifts in staff assignments and resources one option to help patients receiving treatment for latent tb infection or tb disease is electronic directly observed therapy learn more,3,2008777,medical,2,1,3,2,3,2,3,2,5,4,0.1111111111111111
2021-08-24T19:51:19Z,CDCemergency,as of august 23 2017 million people have received at least one dose of a covid19 vaccine of those 1711 million or over half are fully vaccinated getting vaccinated is safe easy and free make your vaccination appointment today more,196,2008777,medical,1,1,0,0,0,0,0,0,4,0,1
2021-08-24T17:05:04Z,CDCemergency,side effects after your covid19 vaccine are normal signs your body is building protection and should go away in a few days compared to vaccine side effects covid19 symptoms can be widerranging more severe and can last weeks or more get vaccinated,57,2008777,medical,0,0,0,0,0,0,0,0,3,0,1
2021-08-24T15:15:10Z,CDCemergency,in an area affected by a tropical storm in an emergency water contaminated with germs can often be made safe to drink by boiling adding disinfectants or filtering,14,2008777,medical,1,1,0,2,2,1,1,1,1,3,-0.5
2021-08-24T14:10:05Z,CDCemergency,after the storm throw out any food including emergency supplies that may have come into contact with floodwaters discard canned foods that are bulging open or damaged food in undamaged cans can be saved if properly cleaned,11,2008777,medical,2,2,0,1,1,1,1,0,5,2,0.42857142857142855
2021-08-24T12:42:22Z,CDCemergency,comirnatypfizerbiontech covid19 vaccine received full approval its safe and effective at helping prevent severe illness hospitalization and death from covid19 including the deltavariant if youve been waiting to get vaccinated do it today,1171,2008777,medical,1,2,1,2,3,1,1,1,6,2,0.5
2021-08-23T20:16:27Z,CDCemergency,watch this new video to learn how s dr leandris liburd and s dr jeanette kowalik promote healthequity and community resilience during the covid19 pandemic,23,2008777,medical,0,0,1,1,2,0,0,0,2,1,0.3333333333333333
2021-08-23T19:16:15Z,CDCemergency,parents while most children who get covid19 dont get very sick rates of severe covid19 illness and hospitalization are going up in kids and teens get your children ages 12 and older vaccinated to help protect them and your family  more,167,2008777,medical,0,0,0,2,1,0,0,1,2,3,-0.2
2021-08-23T18:17:47Z,CDCemergency,never use a gaspowered generator or charcoal grill indoors always run them outside at least 20 feet from any window door or vent to prevent carbon monoxide co poisoning,18,2008777,medical,0,0,0,0,1,1,0,1,0,1,-1
2021-08-23T16:13:51Z,CDCemergency,if you lose power remember to keep your food at safe temperatures learn more about how to keep your food safe during and after a power outage,75,2008777,medical,4,4,0,1,1,1,1,1,5,1,0.6666666666666666
2021-08-23T13:01:31Z,CDCemergency,if youre leaving for college soon protect yourself and others by getting a covid19 vaccine heres what you need to know about covid19 vaccines including where to get one possible side effects and how long it takes to be fully vaccinated,137,2008777,medical,0,0,0,0,0,0,0,0,3,0,1
2021-08-22T15:00:28Z,CDCemergency,testing for covid19 at home go to cdcs athome testing web page for tips on performing a test and understanding your results visual aids can help you collect your specimen properly learn more,20,2008777,medical,0,1,0,0,0,0,0,0,2,0,1
2021-08-22T11:58:22Z,CDCemergency,never drive through flooded areas as little as six inches of water can cause you to lose control of your car turn around dont drown,120,2008777,medical,0,0,0,2,2,1,1,1,0,2,-1
2021-08-22T11:58:01Z,CDCemergency,700 am edt tropical storm henri update tropical storm conditions continue to spread across portions of southern new england,158,2008777,medical,0,1,1,0,0,2,0,0,1,2,-0.3333333333333333
2021-08-21T14:00:32Z,CDCemergency,even when youre fully vaccinated against covid19 some family members such as children too young to get vaccinated still need to take steps to stay protected read ways to help protect those family members,55,2008777,medical,0,1,0,0,0,0,0,0,1,0,1
2021-08-20T22:00:25Z,CDCemergency,vaccinations arent just for children adults need them too prepyourhealth and protect others stay up to date on vaccinations for illnesses like flu and covid19 find out what other vaccines may be recommended for you,10,2008777,medical,0,0,0,0,1,0,0,0,1,1,0
2021-08-20T20:24:11Z,CDCemergency,take steps now to protect yourself and your family from a hurricane or tropical storm learn more,32,2008777,medical,0,0,0,0,1,1,0,0,2,2,0
2021-08-20T17:00:47Z,CDCemergency,when you talk to friends and family about covid19 vaccines try to ask openended questions questions like how did watching that news report make you feel can help you understand what your friend or family member is worried about  more,24,2008777,medical,1,1,0,1,0,0,0,0,2,1,0.3333333333333333
2021-08-20T16:00:57Z,CDCemergency,dont wait talk to your loved ones about getting a covid19 vaccine before its too late  vaccines help prevent covid19 infection severe illness hospitalization and death help the people you care about decide to get vaccinated today  more,15,2008777,medical,0,0,2,3,4,1,1,1,2,5,-0.42857142857142855
2021-08-20T12:31:40Z,CDCemergency,as of august 16 national forecasts predict 900032800 new covid19 hospitalizations will likely be reported on september 13 more,105,2008777,medical,0,0,1,0,0,0,0,0,1,0,1
2021-08-19T21:10:02Z,CDCemergency,pets are family here are 3 ways to petprep for an emergency 🤳 take a selfie with your pet to help with reunification 👩‍💻 update your pets microchip info 🏨 find a petfriendly place to take your pet in an evacuation more info,24,2008777,medical,0,0,0,1,1,0,1,0,0,4,-1
2021-08-19T21:02:28Z,CDCemergency,poison centers are free and available to everyone call 18002221222 and text poison to 797979 to save the poison help line number in your smartphone learn how to prevent poisonings at,19,2008777,medical,1,1,0,3,4,3,0,3,2,3,-0.2
2021-08-19T20:18:28Z,CDCemergency,estimates show the delta variant caused nearly 99 of recent covid19 cases in the united states help protect yourself against delta and other variants of the virus that causes covid19 by getting vaccinated more about variant proportions in your area,357,2008777,medical,0,1,0,0,0,0,0,0,2,1,0.3333333333333333
2021-08-19T14:05:05Z,CDCemergency,almost everyone in the us lives within 5 miles of a covid19 vaccination site ways to find a covid19 vaccine near you 🔍 search 📱 text your zip code to 438829 📞 call 18002320233 visit,14,2008777,medical,0,0,0,0,0,0,0,0,2,1,0.3333333333333333
2021-08-19T13:20:03Z,CDCemergency,getting vaccinated against covid19 is the best thing to do for everyones health your covid19 vaccine helps protect you and it helps protect others like children too young to get vaccinated or those with weakened immune systems  get your vaccine,33,2008777,medical,0,0,0,0,0,0,0,0,4,1,0.6
2021-08-19T12:44:21Z,CDCemergency,covid19 community transmission in the us is high as of august 18 the 7day average of daily new cases is 130121 this is 132 higher than the previous week and 10168 higher than the lowest average in june 2021 get vaccinated more data,558,2008777,medical,0,0,1,1,0,0,0,0,2,1,0.3333333333333333
2021-08-18T21:20:03Z,CDCemergency,the best covid19 vaccine is any one thats available to you  dont wait for a specific brand all three currently authorized and recommended covid19 vaccines are safe and effective  learn more and get vaccinated as soon as you can,48,2008777,medical,1,2,1,0,0,0,0,0,5,1,0.6666666666666666
2021-08-18T21:00:12Z,CDCemergency,cdc and have several systems in place to monitor covid19 vaccine safety one of these systems vaers collects reports of possible adverse events that happen after vaccination to serve as an early warning system for possible safety issues more,78,2008777,medical,0,2,1,1,2,1,0,1,1,2,-0.3333333333333333
2021-08-18T19:26:23Z,CDCemergency,hcps your patients trust your covid19 vaccine recommendation your patients look to you as a source of correct vaccine information having conversations with patients can help encourage them to get vaccinated follow these vaccine conversation tips,65,2008777,medical,1,2,0,0,0,0,0,0,5,0,1
2021-08-18T18:31:05Z,CDCemergency,federal health officials have developed a plan to begin offering covid19 vaccine booster shots this fall  read full joint statement,461,2008777,medical,0,2,1,1,0,0,0,0,2,1,0.3333333333333333
2021-08-18T17:10:03Z,CDCemergency,a survey conducted in 2020 found that 28 of people had changed their emergency response plans because of the covid19 pandemic find out more about what weve learned in preparing for a second covid19 hurricane season,17,2008777,medical,1,1,0,2,3,0,1,0,1,3,-0.5
2021-08-18T14:05:04Z,CDCemergency,testing for covid19 at home go to cdcs athome testing web page for tips on performing a test and understanding your results visual aids can help you collect your specimen properly learn more,9,2008777,medical,0,1,0,0,0,0,0,0,2,0,1
2021-08-17T21:29:35Z,CDCemergency,pets make our lives better microchipping could save your pets life keep your pets microchip up to date with current contact info,3,2008777,medical,1,1,0,0,0,0,0,0,2,0,1
2021-08-17T21:05:03Z,CDCemergency,planning and preparing for disasters may be challenging even more so during the covid19 pandemic find out how the covid19 pandemic has affected peoples attitudes and behaviors about going to a disaster shelter,6,2008777,medical,0,2,1,3,3,1,1,1,2,3,-0.2
2021-08-17T19:00:46Z,CDCemergency,the delta variant is surging and covid19 cases are increasing across the country if you have had close contact with someone with covid19 you should consider getting tested even if youre fully vaccinated learn more,31,2008777,medical,0,0,0,0,0,0,0,0,2,0,1
2021-08-17T17:23:39Z,CDCemergency,hcps attend todays coca call additional mrna covid19 vaccines for moderately to severely immunocompromised people from 23 pm edt learn more,41,2008777,medical,0,0,0,0,0,0,0,0,1,0,1
2021-08-17T17:01:50Z,CDCemergency,be prepared in case of an earthquake o create an emergency supply kit o know the signs of an earthquake o plan and practice what to do if an earthquake strikes drop cover and hold on more earthquake readiness tips prepyourhealth,3,2008777,medical,2,3,3,5,5,4,5,0,5,5,0
2021-08-17T15:01:00Z,CDCemergency,side effects after your covid19 vaccine are normal signs your body is building protection and should go away in a few days compared to vaccine side effects covid19 symptoms can be widerranging more severe and can last weeks or more get vaccinated,51,2008777,medical,0,0,0,0,0,0,0,0,3,0,1
2021-08-16T21:06:50Z,CDCemergency,as of august 16 1986 million people have received at least one dose of a covid19 vaccine of those 1687 million are fully vaccinated getting vaccinated is safe easy and free make your vaccination appointment today more,229,2008777,medical,1,1,0,0,0,0,0,0,4,0,1
2021-08-16T19:33:29Z,CDCemergency,salmonella outbreak do not eat sell or serve recalled frozen cooked shrimp throw them away or return them to the store recalled shrimp were sold under many brand names for list of brand names,1234,2008777,medical,0,1,1,0,0,0,0,0,2,1,0.3333333333333333
2021-08-16T15:35:22Z,CDCemergency,faith leaders around the world lead by example to promote covid19 prevention and vaccines to protect themselves and others learn how cdc is partnering with faith organizations to advance healthequity,58,2008777,medical,3,2,4,0,1,0,1,0,7,0,1
2021-08-16T02:05:11Z,CDCemergency,never drive through flooded areas as little as six inches of water can cause you to lose control of your car turn around dont drown tropicalstorm fred,102,2008777,medical,0,0,0,2,2,1,1,1,0,2,-1
2021-08-15T18:49:07Z,CDCemergency,have you lost power when in doubt throw it out throw away perishable refrigerated foods like meat seafood milk and eggs if the power is out for more than 4 hours learn more food safety tips for power outages,128,2008777,medical,1,2,0,2,1,0,0,0,2,3,-0.2
2021-08-14T20:30:04Z,CDCemergency,have several ways to stayinformed during severe weather monitor local tv and radio turn on wireless emergency alerts follow trusted sources of information on social media like your local nws   prepyourhealth weatherready fred,10,2008777,medical,0,0,2,1,2,1,3,0,3,1,0.5
2021-08-14T18:55:25Z,CDCemergency,dyk hurricane activity spikes from midaugust to midoctober make a plan for your pet so your whole family is prepared,14,2008777,medical,0,1,2,0,1,0,0,0,1,2,-0.3333333333333333
2021-08-14T18:54:07Z,CDCemergency,if you lose power remember to keep your food at safe temperatures learn more about how to keep your food safe before during and after a power outage,24,2008777,medical,4,4,0,1,1,1,1,1,5,1,0.6666666666666666
2021-08-14T15:37:48Z,CDCemergency,if the power goes out use generators safely to prevent carbon monoxide co poisoning always run them outside at least 20 feet from any window door or vent,8,2008777,medical,0,0,0,0,1,1,0,1,0,1,-1
2021-08-14T14:05:02Z,CDCemergency,be prepared to evacuate in case of an emergency 🧳 create go kits for your family 🗂 collect and protect important paperwork 🦮 practice evacuating with your pet 🚙 know your evacuation zone and test drive your route,18,2008777,medical,1,1,1,1,2,0,1,0,4,4,0
2021-08-13T21:59:27Z,CDCemergency,cdc has accepted acips recommendation that people who are moderately to severely immunocompromised get an additional dose of mrna covid19 vaccine pfizerbiontech or moderna if youre immunocompromised talk to your doctorhealthcare provider more,1834,2008777,medical,0,0,0,0,0,0,0,0,2,0,1
2021-08-13T21:59:03Z,CDCemergency,here are the 5 pm edt friday august 13 key messages for tropical depression fred heavy rainfall still expected to spread over portions of florida this weekend and early next week,169,2008777,medical,0,0,1,1,0,0,0,0,1,1,0
2021-08-13T20:00:30Z,CDCemergency,stay cool hydrated and informed learn the warning symptoms of heatrelated illness and what to do if someone shows signs of heat stroke or heat exhaustion more ways to prepyourhealth for and respond to extreme heat,16,2008777,medical,0,0,1,3,3,0,0,0,2,3,-0.2
2021-08-13T14:05:05Z,CDCemergency,everyone has a reason that they chose to get vaccinated against covid19 help your family and friends find their reason whether its to protect family members be less anxious or get back to activities theyve missed share your reason with them more,33,2008777,medical,1,1,2,0,1,0,0,0,5,1,0.6666666666666666
2021-08-13T12:40:01Z,CDCemergency,in the path of a storm or hurricane gather supplies know a safe place to shelter and have several ways to receive weather alerts more safety info from  hurricaneprep weatherready prepyourhealth,2,2008777,medical,1,2,1,0,2,1,1,0,3,2,0.2
2021-08-12T21:15:03Z,CDCemergency,be a helper to family friends and neighbors in need help them prepare for emergencies and possible evacuations offer to help shop for emergency supplies create go kits for them and their pets organize their important paperwork etc more,4,2008777,medical,1,1,1,1,1,0,1,0,6,1,0.7142857142857143
2021-08-12T15:56:19Z,CDCemergency,hcps attend todays coca call therapeutic options to prevent severe covid19 in immunocompromised people from 23 pm edt learn more,43,2008777,medical,1,1,0,0,1,0,0,0,2,0,1
2021-08-12T15:02:14Z,CDCemergency,covid19 community transmission in the united states is high as of august 11 the 7day average of daily new cases is 113357 this is a 243 increase from the previous week and a 8756 increase from the lowest average in june 2021 get vaccinated more,622,2008777,medical,0,1,1,1,0,0,0,0,5,1,0.6666666666666666
2021-08-12T13:05:04Z,CDCemergency,one way to show you care about others is by getting vaccinated against covid19 a covid19 vaccine helps protect you as well as those you love get your vaccine,18,2008777,medical,1,0,0,0,0,0,0,0,4,0,1
2021-08-11T23:05:02Z,CDCemergency,dyk every yr thousands of adults in the us get sick from diseases that could be prevented by vaccines staying current on vaccinations for flu covid19 and other illnesses protects you and is a way to careforothers more,11,2008777,medical,0,0,0,1,1,0,0,1,0,2,-1
2021-08-11T18:27:14Z,CDCemergency,hcps attend the next coca call thursday august 12 from 23 pm edt topic therapeutic options to prevent severe covid19 in immunocompromised people more,43,2008777,medical,1,1,0,0,1,0,0,0,2,0,1
2021-08-11T15:55:03Z,CDCemergency,right now most people admitted to the hospital for covid19 are unvaccinated covid19 vaccines help protect you from severe illness being admitted to the hospital and death if youre not vaccinated against covid19 get vaccinated as soon as you can,45,2008777,medical,0,2,1,4,4,1,1,1,1,2,-0.3333333333333333
2021-08-11T12:19:45Z,CDCemergency,dyk cdcs covid data tracker now has data showing covid19 vaccination status and peoples plans to get vaccinated broken down by demographics and week learn more about trends in your area and across the country,86,2008777,medical,0,0,0,1,1,1,0,0,2,1,0.3333333333333333
2021-08-10T22:45:03Z,CDCemergency,its up to you to keep collect and protect an accurate record of your vaccinations learn how,17,2008777,medical,0,1,0,0,0,0,0,0,3,0,1
2021-08-10T22:00:51Z,CDCemergency,tb programs in a public health emergency communicate any changes or updates related to service for tb disease to community partners and people being treated for tb disease 🔗,4,2008777,medical,0,2,1,3,3,2,1,2,3,3,0
2021-08-10T21:17:03Z,CDCemergency,do you have a disaster plan for your family including pets in the event of a hurricane or severe storm be aware that your shelter location may have changed this year check with local authorities and make a plan before the storm,17,2008777,medical,0,1,2,1,2,3,1,1,2,4,-0.3333333333333333
2021-08-10T18:16:11Z,CDCemergency,in the path of a tropical storm know a safe place to shelter and have several ways to receive weather alerts more safety info,11,2008777,medical,1,2,1,0,1,1,1,0,2,1,0.3333333333333333
2021-08-10T16:55:02Z,CDCemergency,even when youre fully vaccinated against covid19 some family members such as children too young to get vaccinated still need to take steps to stay protected read ways to help protect those family members,101,2008777,medical,0,1,0,0,0,0,0,0,1,0,1
2021-08-10T12:52:09Z,CDCemergency,children can spread covid19 even when they have mild symptoms or no symptoms at all due to the recent surge caused by the delta variant children 2 years or older should wear masks in public indoor settings including schools learn more,1497,2008777,medical,0,1,1,0,0,0,1,0,3,1,0.5
2021-08-10T12:27:01Z,CDCemergency,as of august 9 more than 1952 million people have received at least one dose of a covid19 vaccine of those 1667 million are fully vaccinated getting vaccinated is safe easy and free make your vaccine appointment today more,461,2008777,medical,1,1,0,0,0,0,0,0,5,0,1
2021-08-09T18:00:49Z,CDCemergency,beattheheat during back to school coaches parents teachers and athletes learn how to recognize and prevent heatrelated illness,33,2008777,medical,0,1,0,1,2,0,0,0,1,1,0
2021-08-09T17:31:35Z,CDCemergency,cdc partners with medical and professional sources to help distribute lifesaving covid19 vaccine education materials to racial and ethnic minority groups learn more about health equity initiatives,99,2008777,medical,0,2,1,0,1,0,0,0,5,1,0.6666666666666666
